trial,per_device_train_batch_size,learning_rate,weight_decay,warmup_ratio,best_epoch,best_f1
0,16,3.170779023645762e-05,0.15293361724889853,0.19291611911358206,3.0,0.6462346911430359
1,32,3.4903140398962605e-05,0.26664567622442986,0.25644572709586594,2.0,0.6395851373672485
2,64,3.829832824017868e-05,0.05430537439224853,0.017100869518728665,4.0,0.6493927240371704
3,16,1.4463815681607131e-05,0.34475262000381235,0.13360510082567376,3.0,0.6399999856948853
4,8,1.3911829269723677e-05,0.26952682542605044,0.26762743514867954,4.0,0.6458333134651184
5,32,1.869871397733839e-05,0.3343628497313298,0.15310530779848086,1.0,0.34659090638160706
6,16,2.6760554039105428e-05,0.10212888607013443,0.2859785866929047,1.0,0.5493826866149902
7,16,1.7536122701491684e-05,0.3701943259229208,0.17626377604457358,1.0,0.5557809472084045
8,32,1.6906979613026745e-05,0.15993990693835236,0.03601793739288449,4.0,0.6347759962081909
9,8,1.818238606271477e-05,0.2297319476147603,0.04515692367527363,3.0,0.6530264019966125
10,8,8.962279637481007e-05,0.4946788580794226,0.07730445475234532,2.0,0.6035205125808716
11,8,1.1254014620418817e-05,0.22182056687740354,0.23268687457670945,1.0,0.5248070359230042
12,8,1.0633534983078377e-05,0.22793999692827674,0.08740007074662257,2.0,0.627946138381958
13,8,2.518957488720851e-05,0.2876458418954652,0.0975090786955306,2.0,0.6303972601890564
14,8,6.111326714909482e-05,0.4340712514452712,0.22621727309315165,2.0,0.6283261775970459
15,64,2.1839120305168004e-05,0.010942635797167033,0.2951903378530877,1.0,0.0
16,8,1.2976059977155987e-05,0.17696503397735283,0.03732454944361671,4.0,0.6540642976760864
17,8,4.623186900817419e-05,0.20671264336658907,0.12594068382441292,2.0,0.6387434601783752
18,8,1.3904716104281351e-05,0.29582434273220914,0.18667051857175632,1.0,0.5630865693092346
19,64,1.8703382281038907e-05,0.4071999375094342,0.057696876873904714,1.0,0.5011037588119507
20,8,1.0111463342846787e-05,0.32029066206164875,0.22479736497407712,1.0,0.5135135054588318
21,32,1.5106655044056056e-05,0.13199191253323575,0.02395620050891234,2.0,0.6378286480903625
22,32,2.3210941302532176e-05,0.258709465501137,0.0007214589962854616,1.0,0.46344485878944397
23,32,1.4932566111604497e-05,0.109534450269137,0.05412258944296899,1.0,0.4307692348957062
24,32,1.2571659837631417e-05,0.11590773341674104,0.11339249743280791,1.0,0.3072289228439331
25,8,2.0169885740073158e-05,0.1975685958940268,0.008021947618413017,2.0,0.6398026347160339
26,32,1.5229691569120354e-05,0.24654606621472974,0.06846283233890668,1.0,0.39630118012428284
27,64,2.6460763673255388e-05,0.06310934317792938,0.03619316241392939,1.0,0.5714285969734192
28,8,1.2223031641495576e-05,0.14855071681715556,0.15240935441157427,1.0,0.5660377144813538
29,16,3.068048452243043e-05,0.14127098994045612,0.25820963171343386,1.0,0.5635467767715454
30,32,1.60756451137554e-05,0.18223148619132612,0.1022444680711853,1.0,0.43939393758773804
31,32,1.8018122579706845e-05,0.173766607257903,0.038827367191029194,4.0,0.6351144909858704
32,32,1.9666878064195573e-05,0.2896654517995341,0.01718030902480828,1.0,0.48557692766189575
33,32,2.177769356668785e-05,0.07410489955879188,0.04931030887263288,1.0,0.42690813541412354
34,32,3.132846625530505e-05,0.23618666069886485,0.016037391633579832,1.0,0.4207792282104492
35,32,1.6407442340199704e-05,0.13641318003914144,0.07124331525726975,1.0,0.4146023392677307
36,64,1.3640908757434441e-05,0.1794230498130204,0.0294526619157583,1.0,0.44363635778427124
37,16,3.562568133714971e-05,0.0314866441751855,0.13581173891457365,1.0,0.6009661555290222
38,32,4.568084891212784e-05,0.26048182756865723,0.17226286609709007,2.0,0.6440101861953735
39,8,1.1686960844943407e-05,0.08422209167975067,0.2057948158091258,1.0,0.538871169090271
40,16,1.8011267441839014e-05,0.3605395229928773,0.2721799544722778,1.0,0.48341232538223267
41,32,1.7045844204754388e-05,0.16467871596445444,0.026634579172773287,1.0,0.48175182938575745
42,32,1.615997375564997e-05,0.20698154550223294,0.0531245251535635,1.0,0.45063289999961853
43,32,1.4564175353004337e-05,0.12055780307449998,0.08359296217546007,1.0,0.4109232723712921
44,32,2.3027096269250054e-05,0.21461104959201463,0.04505347382894571,1.0,0.4285714328289032
45,8,1.1170078370069304e-05,0.15931370194236028,0.0236485873451979,4.0,0.6539855003356934
46,32,9.071626808988542e-05,0.3125712446853058,0.06535182734583511,1.0,0.4433249235153198
47,8,2.046704837635239e-05,0.09440073594465573,0.09778135819916789,2.0,0.6406926512718201
48,8,1.3419955052352193e-05,0.2797867317383964,0.038685482742047306,4.0,0.6566037535667419
49,64,6.559854911555643e-05,0.23563545994960572,0.012631681481681378,4.0,0.6362126469612122
50,32,2.923235370279198e-05,0.18568244917075907,0.24746333389568514,1.0,0.32896652817726135
51,8,1.1195872825467398e-05,0.16076237242847996,0.023857640610863307,4.0,0.6546438336372375
52,8,1.1838719536587282e-05,0.16054462940335446,0.0005557062885944083,1.0,0.6026831865310669
53,8,1.7359846475298086e-05,0.12468558201622192,0.032720541371675856,1.0,0.5985699892044067
54,8,1.4970412982391353e-05,0.22153490999082215,0.05996740712414106,1.0,0.6139817833900452
55,8,1.02095251939854e-05,0.044194905902975395,0.04371518066045117,1.0,0.6108871102333069
56,8,1.2670630296812443e-05,0.19688108186214093,0.07948774054697731,1.0,0.6066734194755554
57,16,1.848700911719222e-05,0.13404084831813676,0.16409414559603777,1.0,0.5580933690071106
