trial,per_device_train_batch_size,learning_rate,weight_decay,warmup_ratio,best_epoch,best_f1
46,8,1.3815322880903985e-05,0.2651649555450704,0.0,1.0,0.9091227054595947
47,16,1.2808094470553427e-05,0.15381205432659997,0.0,1.0,0.9102200269699097
48,64,3.886711969359677e-05,0.10107010262479897,0.0,1.0,0.9123823046684265
49,8,2.093714307300175e-05,0.4199041423818853,0.0,1.0,0.9106830358505249
50,8,1.736994948641983e-05,0.024044928974686963,0.0,1.0,0.9102340340614319
51,32,3.427985302713767e-05,0.3363248150999389,0.0,1.0,0.9138576984405518
52,32,2.4308761307504297e-05,0.27755290189687004,0.0,1.0,0.9143676161766052
53,32,5.202982527482076e-05,0.2842799554531307,0.0,1.0,0.9140527844429016
54,32,4.0097279321839366e-05,0.06831468973576187,0.0,1.0,0.9129353165626526
55,32,1.2126735054165995e-05,0.3046410862313934,0.0,1.0,0.9074777960777283
56,8,2.8202987770824046e-05,0.2445144067694326,0.0,1.0,0.910041868686676
57,64,5.423856499271137e-05,0.175420460126129,0.0,1.0,0.9125791788101196
58,16,4.2429738419744306e-05,0.11422153439074334,0.0,1.0,0.9096943140029907
59,32,3.0201193529853585e-05,0.018506486691960356,0.0,1.0,0.9128645658493042
60,8,7.20794078201859e-05,0.22036806918949348,0.0,3.0,0.9143353700637817
61,32,5.7710553431710705e-05,0.13319070130182276,0.0,1.0,0.9154036045074463
62,32,4.6537955672660174e-05,0.04324568346360343,0.0,1.0,0.9191793203353882
63,32,3.509714775508552e-05,0.0886183747178044,0.0,1.0,0.9124866724014282
64,32,4.8248191315944453e-05,0.13007577922721636,0.0,1.0,0.9144176244735718
65,32,6.391609621749909e-05,0.06605498409417776,0.0,1.0,0.9160901308059692
66,8,4.249687975176278e-05,0.0433209455209639,0.0,1.0,0.9154385924339294
67,32,5.5023077836445254e-05,0.20032715976512727,0.0,1.0,0.915236234664917
68,32,2.2582887562173122e-05,0.07879187134386623,0.0,1.0,0.9115329384803772
69,8,4.4889664863807235e-05,0.010105782292598346,0.0,1.0,0.9116197228431702
70,64,3.7297751125158184e-05,0.49440569755992103,0.0,1.0,0.9129172563552856
71,32,5.0022318831881405e-05,0.11344772247178597,0.0,1.0,0.9137073755264282
72,32,5.952963652785403e-05,0.37329574552830375,0.0,1.0,0.9169764518737793
73,32,4.564600983776245e-05,0.09899664337031569,0.0,1.0,0.9147424697875977
74,32,7.009950342910464e-05,0.17119824503522604,0.0,1.0,0.9157183766365051
75,16,4.894369167844772e-05,0.11863765194630346,0.0,1.0,0.9116928577423096
76,8,5.541345049005703e-05,0.1531628314723483,0.0,6.0,0.9190526604652405
77,32,4.105413132035824e-05,0.05542574908917612,0.0,1.0,0.9148747324943542
78,8,7.618498424681829e-05,0.3058761090076273,0.0,1.0,0.9043112397193909
79,32,3.341242888873789e-05,0.025987446545553596,0.0,1.0,0.9121368527412415
80,8,6.306848565473942e-05,0.06385151513990966,0.0,1.0,0.9106262922286987
81,64,5.203942795836199e-05,0.41896186097564936,0.0,1.0,0.9121097326278687
82,64,4.7060546763532284e-05,0.4334490908162924,0.0,1.0,0.9114291071891785
83,64,1.702136068607891e-05,0.40017393917893257,0.0,1.0,0.9046321511268616
84,64,8.826170578861554e-05,0.03965802554225232,0.0,3.0,0.9182279706001282
85,32,3.6098893029943775e-05,0.3643543365956319,0.0,1.0,0.9140819907188416
86,8,2.560307392623183e-05,0.18754556642258308,0.0,1.0,0.9114455580711365
87,16,2.9711067269514917e-05,0.14228727375129147,0.0,1.0,0.9149198532104492
88,32,3.939966923610517e-05,0.01150823505239846,0.0,1.0,0.9136242270469666
89,64,4.4422320401973584e-05,0.09353709169196903,0.0,1.0,0.9120261073112488
90,8,6.710782804332124e-05,0.07946685182235144,0.0,1.0,0.9092520475387573
91,8,5.4658672953462904e-05,0.1508199497561701,0.0,1.0,0.915726363658905
92,8,5.550529836973662e-05,0.45586821347179085,0.0,2.0,0.9140239357948303
93,8,5.971102103538882e-05,0.16354420968955924,0.0,6.0,0.9211367964744568
94,8,6.120805883109881e-05,0.12223546375431366,0.0,3.0,0.9182742834091187
95,8,7.410985036646217e-05,0.16411906368054519,0.0,1.0,0.9117594361305237
96,32,5.014865987089173e-05,0.10878012850990726,0.0,1.0,0.9146298170089722
97,32,6.785022922769761e-05,0.1285781434128133,0.0,1.0,0.9155080318450928
98,8,8.063106913283882e-05,0.05044352901619342,0.0,1.0,0.9083567261695862
99,32,6.060380472419259e-05,0.0014300766046639584,0.0,1.0,0.9144678711891174
100,8,5.227629947206817e-05,0.20915255046384792,0.0,6.0,0.9222633242607117
101,8,5.225588155875552e-05,0.2263316015836615,0.0,4.0,0.9194997549057007
102,8,4.804744423956719e-05,0.1640289583720461,0.0,6.0,0.9184534549713135
103,8,6.476315662577432e-05,0.2134128716017526,0.0,1.0,0.9116869568824768
104,8,5.746745117392071e-05,0.19616993094933474,0.0,1.0,0.9097612500190735
105,8,4.2569224342247645e-05,0.18627635895698666,0.0,1.0,0.9108113050460815
106,32,1.4297424774738965e-05,0.10471701921812723,0.0,1.0,0.9088612198829651
107,64,1.9946924405483396e-05,0.14427479827064946,0.0,1.0,0.9086964130401611
108,16,5.7245407631134744e-05,0.20788134457979335,0.0,1.0,0.9094082713127136
109,32,5.053907247310146e-05,0.25778216429650475,0.0,1.0,0.9159872531890869
110,8,5.307951855138631e-05,0.032508121993240296,0.0,3.0,0.9142361283302307
111,8,5.5297358544927264e-05,0.1575310258006165,0.0,6.0,0.9189765453338623
112,8,4.693775954777479e-05,0.14028808324526226,0.0,8.0,0.9231042861938477
113,8,4.633006891406779e-05,0.24059240413380006,0.0,1.0,0.9112198352813721
114,8,3.76828638024133e-05,0.13749163545746199,0.0,1.0,0.913241982460022
115,8,4.1405060267920667e-05,0.12411151291415798,0.0,1.0,0.9133940935134888
116,32,4.4542521407024546e-05,0.09017648625369207,0.0,1.0,0.9157183766365051
117,8,4.860984241264332e-05,0.06792517542281133,0.0,1.0,0.9119886755943298
118,32,3.2281997787384174e-05,0.17442914951040417,0.0,1.0,0.9138054251670837
119,64,7.0260445032095e-05,0.01866059593538498,0.0,1.0,0.9143996834754944
120,8,8.739826988821341e-05,0.1119428281856556,0.0,1.0,0.9136420488357544
121,8,5.912044320744148e-05,0.1363269421840456,0.0,1.0,0.915097713470459
122,8,1.1318625003164151e-05,0.2871756515815833,0.0,1.0,0.90705406665802
123,8,6.232770934680809e-05,0.14392546917133972,0.0,1.0,0.911806046962738
124,8,5.029030225980177e-05,0.16724100005653267,0.0,1.0,0.9092504978179932
125,32,5.31210381472276e-05,0.15313069048256836,0.0,1.0,0.9150442481040955
126,8,5.6671507064555715e-05,0.17762995317051686,0.0,6.0,0.918842613697052
127,32,4.745354309968335e-05,0.10006323833004915,0.0,3.0,0.9201666116714478
128,32,4.016177645175971e-05,0.09947627237195678,0.0,1.0,0.9135846495628357
129,32,4.3523688334455315e-05,0.08017615578555687,0.0,1.0,0.9154175519943237
130,32,4.7076808261100364e-05,0.12153465017774744,0.0,3.0,0.9181296825408936
131,32,5.08862649112578e-05,0.34671386866119724,0.0,1.0,0.9133439660072327
132,32,4.5366737345388555e-05,0.042842041120830086,0.0,3.0,0.9192481637001038
133,8,5.32496313767012e-05,0.1060338210656464,0.0,1.0,0.9056140184402466
134,32,4.8341497187471976e-05,0.11621297260107749,0.0,1.0,0.9137380123138428
135,16,5.435809868897517e-05,0.13238716851323148,0.0,1.0,0.9130434989929199
136,64,5.886805353848002e-05,0.02501880404704389,0.0,1.0,0.910998523235321
137,8,2.182069400184713e-05,0.39621617027501416,0.0,1.0,0.9092823266983032
138,32,4.253982823665535e-05,0.15362311355996525,0.0,1.0,0.9137380123138428
139,8,1.6723072114679668e-05,0.06206829905813868,0.0,1.0,0.9085823893547058
140,32,4.620975927803453e-05,0.09278541824689815,0.0,1.0,0.9141837358474731
141,8,5.676311562770884e-05,0.15868573964754792,0.0,6.0,0.9196872711181641
142,8,4.9441233805866875e-05,0.00990705577312985,0.0,1.0,0.9114235639572144
143,8,6.413362761271186e-05,0.14520042850372303,0.0,1.0,0.9126660823822021
144,8,5.648896257284496e-05,0.18682417904847065,0.0,1.0,0.9149237871170044
145,8,5.261765053439977e-05,0.161545094970152,0.0,6.0,0.9202846884727478
146,8,5.213819617820682e-05,0.4644780450046771,0.0,6.0,0.9195682406425476
147,8,9.88573705281893e-05,0.4718569799994359,0.0,1.0,0.9078619480133057
148,32,2.4668058714095423e-05,0.23270731543576595,0.0,1.0,0.9136819243431091
149,64,5.184392417071523e-05,0.49882522387185957,0.0,1.0,0.9129964113235474
150,8,4.775416854605561e-05,0.42368276410993233,0.0,6.0,0.9191564321517944
151,8,6.077090590166679e-05,0.44515595390562057,0.0,6.0,0.9199929237365723
152,8,5.974994749814612e-05,0.471851838449955,0.0,1.0,0.9117439985275269
153,8,5.1101432231796156e-05,0.4521165518336831,0.0,6.0,0.9203540086746216
154,8,4.460761990837318e-05,0.45993773254994635,0.0,3.0,0.916201114654541
155,8,1.8430643139196767e-05,0.44725371616376974,0.0,1.0,0.9105520844459534
156,32,4.919158546704258e-05,0.4437206650561147,0.0,1.0,0.9147616624832153
157,8,6.683262352395392e-05,0.4854678785181106,0.0,1.0,0.9099859595298767
158,8,4.100478596636344e-05,0.39894166254591473,0.0,1.0,0.9135371446609497
159,32,6.122316595366234e-05,0.44295575407210946,0.0,1.0,0.9154404997825623
160,16,5.4189693458772555e-05,0.41103029608689534,0.0,1.0,0.9085184335708618
161,8,5.066566643983922e-05,0.4307194354688608,0.0,3.0,0.9144338965415955
162,8,5.156596226153943e-05,0.4575737739481257,0.0,1.0,0.9106577634811401
163,8,4.6889002579911705e-05,0.4699892368698195,0.0,1.0,0.9095688462257385
164,8,5.349121997046166e-05,0.3846009561607049,0.0,2.0,0.9161813855171204
165,8,4.478967358085457e-05,0.4857645356617543,0.0,1.0,0.9111306071281433
166,8,4.9077390357008434e-05,0.20267918515588912,0.0,1.0,0.9133886098861694
167,32,3.890417329322704e-05,0.32315230045853516,0.0,1.0,0.9139593243598938
168,64,5.792624828769213e-05,0.13195536702832386,0.0,1.0,0.912414014339447
169,8,5.1669456254977256e-05,0.07385755186636385,0.0,3.0,0.9158060550689697
170,32,7.462440995309656e-05,0.48379601606082184,0.0,3.0,0.92121422290802
171,32,7.901411468620544e-05,0.4851737644924852,0.0,1.0,0.9150186777114868
172,32,7.765552276855205e-05,0.45955952122703975,0.0,1.0,0.9145299196243286
173,32,7.395170426917278e-05,0.478476468821646,0.0,1.0,0.9140223264694214
174,32,7.174250221545464e-05,0.12092331298310052,0.0,1.0,0.9160603284835815
175,32,6.337222754613531e-05,0.45211863920820095,0.0,1.0,0.9145907759666443
176,8,8.392401783605866e-05,0.033015144818718034,0.0,1.0,0.9150606989860535
177,32,5.482625330144082e-05,0.43811296959830603,0.0,1.0,0.915458083152771
178,8,4.32334943291495e-05,0.46522347378014806,0.0,1.0,0.9126622080802917
179,32,1.4356938869312257e-05,0.01804757598049004,0.0,1.0,0.9088612198829651
180,8,4.705551220034291e-05,0.10844554916944874,0.0,1.0,0.9095354676246643
181,8,5.604245316758215e-05,0.16284944141548044,0.0,1.0,0.9125044345855713
182,8,5.7791839007176664e-05,0.12791714445195135,0.0,1.0,0.9082377552986145
183,8,5.3156655469844035e-05,0.1428947429125653,0.0,1.0,0.9096683263778687
184,8,6.086787466277651e-05,0.25259160346082393,0.0,3.0,0.9187204837799072
185,8,5.041899647864387e-05,0.1779418814194167,0.0,1.0,0.9128060340881348
186,64,5.622135917017129e-05,0.0006573062977692362,0.0,1.0,0.9119565486907959
187,8,6.921328092585192e-05,0.0987350730541652,0.0,1.0,0.9096385836601257
188,32,2.9531682891818698e-05,0.479217698622733,0.0,1.0,0.9133548140525818
189,8,6.641289143812677e-05,0.4912432252006346,0.0,3.0,0.9183207154273987
190,32,3.454167727378474e-05,0.11627221772796816,0.0,1.0,0.9143162965774536
191,8,4.859978946418675e-05,0.4211646990192507,0.0,1.0,0.9119749069213867
192,8,4.7721146963575504e-05,0.42660893100301667,0.0,1.0,0.912912905216217
193,8,5.2508630754443514e-05,0.43190802220398355,0.0,1.0,0.9122373461723328
194,8,4.6108769060800855e-05,0.4500580408430044,0.0,1.0,0.9127208590507507
195,8,4.991397662571081e-05,0.15687921576259733,0.0,6.0,0.9194833040237427
196,8,5.152559802272559e-05,0.15921963286990365,0.0,3.0,0.9189002513885498
197,8,5.466811459055017e-05,0.14019617235305273,0.0,5.0,0.9181594848632812
198,16,4.989007341009448e-05,0.15038864909223731,0.0,1.0,0.9136451482772827
199,32,5.795649336180773e-05,0.1670182899636084,0.0,1.0,0.9141039252281189
